NaviAddr	StreetAddr
585002	Randersvej 585
585003	Silkeborgvej 585
584000	Norringholm, Haveforening 584
584001	Randersvej 584
584002	Skelagervej 584
584003	Skovgårdsvænget 584
583000	Jegstrupvænget 583
583001	Norringholm, Haveforening 583
583002	Silkeborgvej 583
582000	Norringholm, Haveforening 582
582001	Randersvej 582
582002	Silkeborgvej 582
582003	Skelagervej 582
582004	Skovgårdsvænget 582
581000	Jegstrupvænget 581
581001	Norringholm, Haveforening 581
581002	Silkeborgvej 581
581003	Silkeborgvej 581A
580000	Norringholm, Haveforening 580
580001	Silkeborgvej 580
580002	Skelagervej 580
580003	Skovgårdsvænget 580
579000	Jegstrupvænget 579
579001	Norringholm, Haveforening 579
579002	Silkeborgvej 579
578000	Norringholm, Haveforening 578
578001	Silkeborgvej 578
578002	Skelagervej 578
578003	Skovgårdsvænget 578
577000	Jegstrupvænget 577
577001	Norringholm, Haveforening 577
577002	Silkeborgvej 577A
577003	Silkeborgvej 577B
576000	Norringholm, Haveforening 576
576001	Silkeborgvej 576
576002	Skelagervej 576
576003	Skovgårdsvænget 576
575000	Jegstrupvænget 575
575001	Norringholm, Haveforening 575
575002	Silkeborgvej 575
574000	Norringholm, Haveforening 574
574001	Silkeborgvej 574
574002	Skelagervej 574
574003	Skovgårdsvænget 574
573000	Jegstrupvænget 573
573001	Norringholm, Haveforening 573
573002	Randersvej 573
573003	Silkeborgvej 573
572000	Norringholm, Haveforening 572
572001	Silkeborgvej 572
572002	Skelagervej 572
572003	Skovgårdsvænget 572
571000	Jegstrupvænget 571
571001	Norringholm, Haveforening 571
571002	Randersvej 571
570000	Norringholm, Haveforening 570
570001	Randersvej 570
570002	Silkeborgvej 570
570003	Skelagervej 570
570004	Skovgårdsvænget 570
569000	Jegstrupvænget 569
569001	Norringholm, Haveforening 569
569002	Randersvej 569
568000	Norringholm, Haveforening 568
568001	Randersvej 568
568002	Silkeborgvej 568
568003	Skelagervej 568
568004	Skovgårdsvænget 568
568005	Skæring Parkvej 568
567000	Jegstrupvænget 567
567001	Norringholm, Haveforening 567
567002	Randersvej 567
566000	Norringholm, Haveforening 566
566001	Randersvej 566
566002	Silkeborgvej 566
566003	Skelagervej 566
566004	Skovgårdsvænget 566
566005	Skæring Parkvej 566
565000	Jegstrupvænget 565
565001	Norringholm, Haveforening 565
565002	Randersvej 565
564000	Norringholm, Haveforening 564
564001	Skelagervej 564
564002	Skovgårdsvænget 564
564003	Skæring Parkvej 564
563000	Jegstrupvænget 563
563001	Norringholm, Haveforening 563
563002	Randersvej 563
563003	Randersvej 563A
562000	Norringholm, Haveforening 562
562001	Silkeborgvej 562
562002	Skelagervej 562
562003	Skovgårdsvænget 562
562004	Skæring Parkvej 562
561000	Jegstrupvænget 561
561001	Norringholm, Haveforening 561
561002	Randersvej 561
560000	Norringholm, Haveforening 560
560001	Silkeborgvej 560
560002	Skelagervej 560
560003	Skovgårdsvænget 560
560004	Skæring Parkvej 560
559000	Jegstrupvænget 559
559001	Norringholm, Haveforening 559
559002	Randersvej 559
558000	Norringholm, Haveforening 558
558001	Silkeborgvej 558
558002	Skelagervej 558
558003	Skovgårdsvænget 558
558004	Skæring Parkvej 558
557000	Jegstrupvænget 557
557001	Norringholm, Haveforening 557
557002	Randersvej 557
556000	Norringholm, Haveforening 556
556001	Silkeborgvej 556
556002	Skelagervej 556
556003	Skovgårdsvænget 556
556004	Skæring Parkvej 556
555000	Jegstrupvænget 555
555001	Norringholm, Haveforening 555
555002	Randersvej 555
555003	Randersvej 555A
555004	Randersvej 555B
555005	Randersvej 555C
554000	Norringholm, Haveforening 554
554001	Silkeborgvej 554
554002	Skelagervej 554
554003	Skovgårdsvænget 554
554004	Skæring Parkvej 554
553000	Jegstrupvænget 553
553001	Norringholm, Haveforening 553
553002	Randersvej 553
552000	Norringholm, Haveforening 552
552001	Silkeborgvej 552
552002	Skelagervej 552
552003	Skovgårdsvænget 552
552004	Skæring Parkvej 552
551000	Jegstrupvænget 551
551001	Norringholm, Haveforening 551
551002	Randersvej 551
550000	Norringholm, Haveforening 550
550001	Skelagervej 550
550002	Skovgårdsvænget 550
550003	Skæring Parkvej 550
549000	Jegstrupvænget 549
549001	Norringholm, Haveforening 549
549002	Randersvej 549
548000	Norringholm, Haveforening 548
548001	Skelagervej 548
548002	Skæring Parkvej 548
547000	Jegstrupvænget 547
547001	Norringholm, Haveforening 547
547002	Randersvej 547
547003	Randersvej 547A
546000	Hjelmagerparken 546
546001	Norringholm, Haveforening 546
546002	Skæring Parkvej 546
545000	Jegstrupvænget 545
545001	Norringholm, Haveforening 545
545002	Randersvej 545
544000	Hjelmagerparken 544
544001	Norringholm, Haveforening 544
544002	Skæring Parkvej 544
543000	Jegstrupvænget 543
543001	Norringholm, Haveforening 543
543002	Randersvej 543
542000	Hjelmagerparken 542
542001	Norringholm, Haveforening 542
542002	Skelagervej 542
542003	Skovgårdsvænget 542
542004	Skæring Parkvej 542
541000	Jegstrupvænget 541
541001	Norringholm, Haveforening 541
541002	Randersvej 541
540000	Grenåvej 540
540001	Hjelmagerparken 540
540002	Norringholm, Haveforening 540
540003	Skelagervej 540
540004	Skovgårdsvænget 540
540005	Skæring Parkvej 540
539000	Jegstrupvænget 539
539001	Norringholm, Haveforening 539
539002	Randersvej 539
538000	Hjelmagerparken 538
538001	Norringholm, Haveforening 538
538002	Randersvej 538A
538003	Randersvej 538B
538004	Skelagervej 538
538005	Skovgårdsvænget 538
538006	Skæring Parkvej 538
537000	Jegstrupvænget 537
537001	Norringholm, Haveforening 537
537002	Randersvej 537
536000	Hjelmagerparken 536
536001	Norringholm, Haveforening 536
536002	Skelagervej 536
536003	Skovgårdsvænget 536
536004	Skæring Parkvej 536
535000	Norringholm, Haveforening 535
535001	Randersvej 535
535002	Randersvej 535A
534000	Grenåvej 534
534001	Hjelmagerparken 534
534002	Norringholm, Haveforening 534
534003	Randersvej 534
534004	Skelagervej 534
534005	Skovgårdsvænget 534
534006	Skæring Parkvej 534
533000	Norringholm, Haveforening 533
533001	Randersvej 533
533002	Rødlundvej 533
532000	Hjelmagerparken 532
532001	Norringholm, Haveforening 532
532002	Randersvej 532
532003	Skelagervej 532
532004	Skovgårdsvænget 532
532005	Skæring Parkvej 532
531000	Jegstrupvænget 531
531001	Norringholm, Haveforening 531
531002	Randersvej 531
531003	Rødlundvej 531
531004	Silkeborgvej 531
530000	Hjelmagerparken 530
530001	Norringholm, Haveforening 530
530002	Randersvej 530
530003	Silkeborgvej 530
530004	Skelagervej 530
530005	Skovgårdsvænget 530
530006	Skæring Parkvej 530
529000	Jegstrupvænget 529
529001	Norringholm, Haveforening 529
529002	Randersvej 529
529003	Rødlundvej 529
528000	Grenåvej 528
528001	Hjelmagerparken 528
528002	Norringholm, Haveforening 528
528003	Randersvej 528
528004	Silkeborgvej 528
528005	Skelagervej 528
528006	Skæring Parkvej 528
527000	Jegstrupvænget 527
527001	Norringholm, Haveforening 527
527002	Randersvej 527
527003	Rødlundvej 527
526000	Hjelmagerparken 526
526001	Norringholm, Haveforening 526
526002	Randersvej 526
526003	Silkeborgvej 526
526004	Skelagervej 526
526005	Skæring Parkvej 526
525000	Jegstrupvænget 525
525001	Norringholm, Haveforening 525
525002	Randersvej 525
525003	Rødlundvej 525
524000	Hjelmagerparken 524
524001	Norringholm, Haveforening 524
524002	Randersvej 524
524003	Randersvej 524A
524004	Silkeborgvej 524
524005	Skelagervej 524
524006	Skæring Parkvej 524
523000	Jegstrupvænget 523
523001	Norringholm, Haveforening 523
523002	Randersvej 523
523003	Rødlundvej 523
522000	Hjelmagerparken 522
522001	Norringholm, Haveforening 522
522002	Randersvej 522
522003	Silkeborgvej 522
522004	Skelagervej 522
522005	Skovgårdsvænget 522
522006	Skæring Parkvej 522
521000	Jegstrupvænget 521
521001	Norringholm, Haveforening 521
521002	Randersvej 521
521003	Rødlundvej 521
521004	Silkeborgvej 521
520000	Hjelmagerparken 520
520001	Norringholm, Haveforening 520
520002	Randersvej 520A
520003	Randersvej 520B
520004	Randersvej 520C
520005	Skelagervej 520
520006	Skovgårdsvænget 520
520007	Skæring Parkvej 520
519000	Grenåvej 519
519001	Jegstrupvænget 519
519002	Norringholm, Haveforening 519
519003	Randersvej 519
519004	Rødlundvej 519
518000	Hjelmagerparken 518
518001	Norringholm, Haveforening 518
518002	Randersvej 518
518003	Randersvej 518A
518004	Randersvej 518B
518005	Skelagervej 518
518006	Skovgårdsvænget 518
518007	Skæring Parkvej 518
517000	Grenåvej 517
517001	Grenåvej 517A
517002	Grenåvej 517B
517003	Grenåvej 517C
517004	Grenåvej 517D
517005	Grenåvej 517E
517006	Grenåvej 517F
517007	Jegstrupvænget 517
517008	Norringholm, Haveforening 517
517009	Randersvej 517
517010	Rødlundvej 517
517011	Stillingvej 517
516000	Hjelmagerparken 516
516001	Norringholm, Haveforening 516
516002	Randersvej 516
516003	Silkeborgvej 516
516004	Skelagervej 516
516005	Skovgårdsvænget 516
516006	Skæring Parkvej 516
515000	Norringholm, Haveforening 515
515001	Randersvej 515
515002	Rødlundvej 515
514000	Hjelmagerparken 514
514001	Norringholm, Haveforening 514
514002	Randersvej 514
514003	Randersvej 514A
514004	Randersvej 514B
514005	Randersvej 514D
514006	Randersvej 514E
514007	Randersvej 514C
514008	Randersvej 514F
514009	Silkeborgvej 514
514010	Skelagervej 514
514011	Skovgårdsvænget 514
514012	Skæring Parkvej 514
513000	Norringholm, Haveforening 513
513001	Randersvej 513
513002	Rødlundvej 513
513003	Stillingvej 513
512000	Hjelmagerparken 512
512001	Norringholm, Haveforening 512
512002	Randersvej 512
512003	Silkeborgvej 512
512004	Skelagervej 512
512005	Skovgårdsvænget 512
512006	Skæring Parkvej 512
511000	Jegstrupvænget 511
511001	Norringholm, Haveforening 511
511002	Randersvej 511
511003	Rødlundvej 511
511004	Stillingvej 511
510000	Hjelmagerparken 510
510001	Norringholm, Haveforening 510
510002	Randersvej 510
510003	Randersvej 510B
510004	Silkeborgvej 510
510005	Skelagervej 510
510006	Skovgårdsvænget 510
510007	Skæring Parkvej 510A
510008	Skæring Parkvej 510B
509000	Jegstrupvænget 509
509001	Norringholm, Haveforening 509
509002	Randersvej 509
509003	Rødlundvej 509
509004	Stillingvej 509
509005	Stillingvej 509A
508000	Hjelmagerparken 508
508001	Norringholm, Haveforening 508
508002	Randersvej 508
508003	Silkeborgvej 508
508004	Skelagervej 508
508005	Skovgårdsvænget 508
508006	Skæring Parkvej 508A
508007	Skæring Parkvej 508B
508008	Stillingvej 508
508009	Stillingvej 508A
507000	Jegstrupvænget 507
507001	Norringholm, Haveforening 507
507002	Randersvej 507
507003	Randersvej 507A
507004	Rødlundvej 507
507005	Stillingvej 507
506000	Hjelmagerparken 506
506001	Norringholm, Haveforening 506
506002	Randersvej 506
506003	Silkeborgvej 506
506004	Skelagervej 506
506005	Skovgårdsvænget 506
506006	Skæring Parkvej 506A
506007	Skæring Parkvej 506B
506008	Stillingvej 506
505000	Jegstrupvænget 505
505001	Norringholm, Haveforening 505
505002	Randersvej 505
505003	Rødlundvej 505
505004	Segaltvej 505
505005	Stillingvej 505
504000	Hjelmagerparken 504
504001	Norringholm, Haveforening 504
504002	Silkeborgvej 504
504003	Skelagervej 504
504004	Skovgårdsvænget 504
504005	Skæring Parkvej 504A
504006	Skæring Parkvej 504B
503000	Grenåvej 503
503001	Jegstrupvænget 503
503002	Norringholm, Haveforening 503
503003	Randersvej 503
503004	Rødlundvej 503
502000	Hjelmagerparken 502
502001	Norringholm, Haveforening 502
502002	Randersvej 502
502003	Silkeborgvej 502
502004	Skelagervej 502
502005	Skovgårdsvænget 502
502006	Skæring Parkvej 502A
502007	Skæring Parkvej 502B
501000	Grenåvej 501
501001	Grenåvej 501A
501002	Jegstrupvænget 501
501003	Mejlbyvej 501
501004	Mejlbyvej 501A
501005	Mejlbyvej 501B
501006	Mejlbyvej 501C
501007	Norringholm, Haveforening 501
501008	Randersvej 501
501009	Rødlundvej 501
501010	Segaltvej 501
501011	Skejbyvej 501
500000	Hjelmagerparken 500
500001	Norringholm, Haveforening 500
500002	Oddervej 500
500003	Silkeborgvej 500
500004	Silkeborgvej 500A
500005	Skejbyvej 500
500006	Skelagervej 500
500007	Skovgårdsvænget 500
500008	Skæring Parkvej 500A
500009	Skæring Parkvej 500B
499000	Jegstrupvænget 499
499001	Norringholm, Haveforening 499
499002	Rødlundvej 499
498000	Hjelmagerparken 498
498001	Norringholm, Haveforening 498
498002	Skejbyvej 498
498003	Skelagervej 498
498004	Skovgårdsvænget 498
498005	Skæring Parkvej 498A
498006	Skæring Parkvej 498B
497000	Jegstrupvænget 497
497001	Norringholm, Haveforening 497
497002	Rødlundvej 497
496000	Hjelmagerparken 496
496001	Norringholm, Haveforening 496
496002	Skejbyvej 496
496003	Skelagervej 496
496004	Skovgårdsvænget 496
496005	Skæring Parkvej 496A
496006	Skæring Parkvej 496B
495000	Norringholm, Haveforening 495
495001	Rødlundvej 495
495002	Skejbyvej 495
494000	Hjelmagerparken 494
494001	Norringholm, Haveforening 494
494002	Skelagervej 494
494003	Skovgårdsvænget 494
494004	Skæring Parkvej 494A
494005	Skæring Parkvej 494B
493000	Norringholm, Haveforening 493
493001	Rødlundvej 493
492000	Hjelmagerparken 492
492001	Norringholm, Haveforening 492
492002	Skelagervej 492
492003	Skovgårdsvænget 492
492004	Skæring Parkvej 492A
492005	Skæring Parkvej 492B
491000	Jegstrupvænget 491
491001	Norringholm, Haveforening 491
491002	Rødlundvej 491
490000	Hjelmagerparken 490
490001	Norringholm, Haveforening 490
490002	Ormslevvej 490
490003	Skelagervej 490
490004	Skovgårdsvænget 490
490005	Skæring Parkvej 490A
490006	Skæring Parkvej 490B
489000	Jegstrupvænget 489
489001	Norringholm, Haveforening 489
489002	Ormslevvej 489
489003	Rødlundvej 489
488000	Hjelmagerparken 488
488001	Norringholm, Haveforening 488
488002	Skelagervej 488
488003	Skæring Parkvej 488
487000	Jegstrupvænget 487
487001	Norringholm, Haveforening 487
487002	Rødlundvej 487
486000	Hjelmagerparken 486
486001	Norringholm, Haveforening 486
486002	Ormslevvej 486
486003	Skæring Parkvej 486
485000	Jegstrupvænget 485
485001	Norringholm, Haveforening 485
485002	Ormslevvej 485
485003	Rødlundvej 485
484000	Hjelmagerparken 484
484001	Norringholm, Haveforening 484
484002	Skovgårdsvænget 484
484003	Skæring Parkvej 484
483000	Jegstrupvænget 483
483001	Norringholm, Haveforening 483
483002	Rødlundvej 483
482000	Hjelmagerparken 482
482001	Norringholm, Haveforening 482
482002	Randersvej 482
482003	Skelagervej 482
482004	Skovgårdsvænget 482
482005	Skæring Parkvej 482
481000	Grenåvej 481
481001	Norringholm, Haveforening 481
481002	Rødlundvej 481
480000	Hjelmagerparken 480
480001	Norringholm, Haveforening 480
480002	Ormslevvej 480
480003	Skelagervej 480
480004	Skovgårdsvænget 480
480005	Skæring Parkvej 480A
480006	Skæring Parkvej 480B
479000	Norringholm, Haveforening 479
479001	Ormslevvej 479
479002	Ormslevvej 479B
479003	Rødlundvej 479
478000	Hjelmagerparken 478
478001	Julsøvej 478
478002	Norringholm, Haveforening 478
478003	Ormslevvej 478
478004	Skelagervej 478
478005	Skovgårdsvænget 478
478006	Skæring Parkvej 478A
478007	Skæring Parkvej 478B
477000	Norringholm, Haveforening 477
477001	Ormslevvej 477
477002	Rødlundvej 477
476000	Børupvej 476
476001	Hjelmagerparken 476
476002	Julsøvej 476
476003	Norringholm, Haveforening 476
476004	Skelagervej 476
476005	Skovgårdsvænget 476
476006	Skæring Parkvej 476A
476007	Skæring Parkvej 476B
475000	Norringholm, Haveforening 475
475001	Ormslevvej 475
475002	Rødlundvej 475
474000	Hjelmagerparken 474
474001	Julsøvej 474
474002	Norringholm, Haveforening 474
474003	Skelagervej 474
474004	Skovgårdsvænget 474
474005	Skæring Parkvej 474A
474006	Skæring Parkvej 474B
473000	Norringholm, Haveforening 473
473001	Ormslevvej 473
473002	Rødlundvej 473
472000	Hjelmagerparken 472
472001	Julsøvej 472
472002	Norringholm, Haveforening 472
472003	Ormslevvej 472
472004	Skelagervej 472
472005	Skovgårdsvænget 472
472006	Skæring Parkvej 472A
472007	Skæring Parkvej 472B
472008	Østjyske Motorvej 472
471000	Holme Parkvej 471
471001	Norringholm, Haveforening 471
471002	Ormslevvej 471
471003	Rødlundvej 471
471004	Østjyske Motorvej 471
470000	Børupvej 470
470001	Helenelyst 470
470002	Hjelmagerparken 470
470003	Julsøvej 470
470004	Norringholm, Haveforening 470
470005	Ormslevvej 470
470006	Skelagervej 470
470007	Skovgårdsvænget 470
470008	Skæring Parkvej 470A
470009	Skæring Parkvej 470B
469000	Holme Parkvej 469
469001	Norringholm, Haveforening 469
469002	Ormslevvej 469
469003	Rødlundvej 469
468000	Gammel Stillingvej 468
468001	Helenelyst 468
468002	Hjelmagerparken 468
468003	Julsøvej 468
468004	Norringholm, Haveforening 468
468005	Ormslevvej 468
468006	Skelagervej 468
468007	Skovgårdsvænget 468
468008	Skæring Parkvej 468A
468009	Skæring Parkvej 468B
467000	Gammel Stillingvej 467
467001	Gammel Stillingvej 467A
467002	Holme Parkvej 467
467003	Hørretløkken 467
467004	Norringholm, Haveforening 467
467005	Ormslevvej 467
467006	Rødlundvej 467
467007	Stillingvej 467
466000	Gammel Stillingvej 466
466001	Gammel Stillingvej 466A
466002	Helenelyst 466
466003	Hjelmagerparken 466
466004	Julsøvej 466
466005	Norringholm, Haveforening 466
466006	Ormslevvej 466
466007	Skelagervej 466
466008	Skovgårdsvænget 466
466009	Skæring Parkvej 466A
466010	Skæring Parkvej 466B
465000	Engvang, Haveforening 465
465001	Gammel Stillingvej 465
465002	Holme Parkvej 465
465003	Hørretløkken 465
465004	Norringholm, Haveforening 465
465005	Ormslevvej 465
465006	Rødlundvej 465
464000	Engvang, Haveforening 464
464001	Gammel Stillingvej 464
464002	Helenelyst 464
464003	Hjelmagerparken 464
464004	Julsøvej 464
464005	Norringholm, Haveforening 464
464006	Ormslevvej 464
464007	Skelagervej 464
464008	Skovgårdsvænget 464
464009	Skæring Parkvej 464A
464010	Skæring Parkvej 464B
463000	Engvang, Haveforening 463
463001	Gammel Stillingvej 463
463002	Holme Parkvej 463
463003	Hørretløkken 463
463004	Norringholm, Haveforening 463
463005	Ormslevvej 463
463006	Rødlundvej 463
462000	Engvang, Haveforening 462
462001	Gammel Stillingvej 462
462002	Gammel Stillingvej 462A
462003	Helenelyst 462
462004	Hjelmagerparken 462
462005	Julsøvej 462
462006	Norringholm, Haveforening 462
462007	Randersvej 462
462008	Skelagervej 462
462009	Skovgårdsvænget 462
462010	Skæring Parkvej 462
461000	Engvang, Haveforening 461
461001	Gammel Stillingvej 461
461002	Holme Parkvej 461
461003	Hørretløkken 461
461004	Norringholm, Haveforening 461
461005	Ormslevvej 461
461006	Rødlundvej 461
460000	Børupvej 460
460001	Engvang, Haveforening 460
460002	Gammel Stillingvej 460
460003	Helenelyst 460
460004	Hjelmagerparken 460
460005	Julsøvej 460
460006	Norringholm, Haveforening 460
460007	Skelagervej 460
460008	Skæring Parkvej 460
459000	Engvang, Haveforening 459
459001	Gammel Stillingvej 459
459002	Holme Parkvej 459
459003	Hørretløkken 459
459004	Jegstrupvænget 459
459005	Norringholm, Haveforening 459
459006	Ormslevvej 459
459007	Ormslevvej 459A
459008	Ormslevvej 459B
459009	Rødlundvej 459
458000	Engvang, Haveforening 458
458001	Gammel Stillingvej 458
458002	Helenelyst 458
458003	Hjelmagerparken 458
458004	Julsøvej 458
458005	Norringholm, Haveforening 458
458006	Ormslevvej 458
458007	Randersvej 458
458008	Skelagervej 458
458009	Skæring Parkvej 458
457000	Engvang, Haveforening 457
457001	Gammel Stillingvej 457
457002	Holme Parkvej 457
457003	Hørretløkken 457
457004	Jegstrupvænget 457
457005	Norringholm, Haveforening 457
457006	Ormslevvej 457
457007	Rødlundvej 457
456000	Engvang, Haveforening 456
456001	Gammel Stillingvej 456
456002	Helenelyst 456
456003	Hjelmagerparken 456
456004	Julsøvej 456
456005	Norringholm, Haveforening 456
456006	Ormslevvej 456
456007	Skelagervej 456
456008	Skovgårdsvænget 456
456009	Skæring Parkvej 456
455000	Engvang, Haveforening 455
455001	Gammel Stillingvej 455
455002	Holme Parkvej 455
455003	Hørretløkken 455
455004	Jegstrupvænget 455
455005	Ormslevvej 455
455006	Ormslevvej 455A
455007	Rødlundvej 455
454000	Børupvej 454
454001	Engvang, Haveforening 454
454002	Helenelyst 454
454003	Hjelmagerparken 454
454004	Julsøvej 454
454005	Norringholm, Haveforening 454
454006	Ormslevvej 454
454007	Skelagervej 454
454008	Skovgårdsvænget 454
454009	Skæring Parkvej 454
453000	Holme Parkvej 453
453001	Hørretløkken 453
453002	Jegstrupvænget 453
453003	Norringholm, Haveforening 453
453004	Rødlundvej 453
452000	Engvang, Haveforening 452
452001	Gammel Stillingvej 452
452002	Helenelyst 452
452003	Hjelmagerparken 452
452004	Julsøvej 452
452005	Norringholm, Haveforening 452
452006	Skelagervej 452
452007	Skovgårdsvænget 452
452008	Skæring Parkvej 452
451000	Engvang, Haveforening 451
451001	Gammel Stillingvej 451
451002	Gammel Stillingvej 451A
451003	Gammel Stillingvej 451B
451004	Gammel Stillingvej 451C
451005	Holme Parkvej 451
451006	Hørretløkken 451
451007	Jegstrupvænget 451
451008	Norringholm, Haveforening 451
451009	Ormslevvej 451
451010	Rødlundvej 451
451011	Segaltvej 451
451012	Skejbyvej 451
450000	Børupvej 450
450001	Engvang, Haveforening 450
450002	Gammel Stillingvej 450
